sentence,entities,character
"Polliver and Ra� and all.”,
She told them about the village by the Gods Eye where she and
Gendry had been caught, and the questions that the Tickler had
asked.","['the Gods Eye', 'Gendry', 'Tickler']","['gendry', 'tickler']"
"“He always asked the same questions,”, she told the
outlaws solemnly, “but he changed the tickling every day.”,
“No child should be made to su�er that,”, Harwin said when she
was done.",['Harwin'],['harwin']
"“The Mountain lost half his men at the Stone Mill, we
hear.Might be this Tickler’s �oating down the Red Fork even now,
with �sh biting at his face.If not, well, it’s one more crime they’ll
answer for.","['the Stone Mill', 'Tickler', 'the Red Fork']",['tickler']
"I’ve heard his lordship say this war began when the
Hand sent him out to bring the king’s justice to Gregor Clegane, and
that’s how he means for it to end.”, He gave her shoulder a
reassuring pat.",['Gregor Clegane'],['gregor']
"“You best mount up, milady.Its master was away �ghting in the retinue of his
master, Lord Vance, the castle gates closed and barred in his
absence.But his lady wife was an old friend of Tom Sevenstrings,
and Anguy said they’d once been lovers.","['Lord Vance', 'Tom Sevenstrings', 'Anguy']","['vance', 'tom', 'anguy']"
"Anguy often rode beside
her; he was closer to her in age than any of them but Gendry, and
he told her droll tales of the Dornish Marches.He never fooled her,
though.","['Gendry', 'the Dornish Marches']",['gendry']
"He’s not my friend.He’s only staying close to watch me and
make sure I don’t ride o� again.Well, Arya could watch as well.Syrio
Forel had taught her how.
","['Arya', 'Syrio\nForel']",['arya']
"Lady Smallwood welcomed the outlaws kindly enough, though
she gave them a tongue lashing for dragging a young girl through
the war.She became even more wroth when Lem let slip that Arya
was highborn.","['Lady Smallwood', 'Arya']",['arya']
"“That badge  …  there’s many a man who
would hang her in half a heartbeat for wearing a �ayed man on her
breast.”, Arya promptly found herself marched upstairs, forced into a
tub, and doused with scalding hot water.",['Arya'],['arya']
"“I sent my daughter there
when the war began.She’ll have outgrown these things by the time
she returns, no doubt.Are you fond of dancing, child?My Carellen’s
a lovely dancer.",['Carellen’s'],['carellen']
"She sings beautifully as well.What do you like to
do?”,
She scu�ed a toe amongst the rushes.“Needlework.”,
“Very restful, isn’t it?”,
“Well,”, said Arya, “not the way I do it.”",['Arya'],['arya']
"“Now you look a
proper young lady.”,
I’m not a lady, Arya wanted to tell her, I’m a wolf.
“I do not know who you are, child,”, the woman said, “and it may
be that’s for the best.",['Arya'],['arya']
"Someone important, I fear.”, She smoothed
down Arya’s collar.“In times like these, it is better to be
insigni�cant.Would that I could keep you here with me.",['Arya'],['arya']
"Gendry took one look and laughed
so hard that wine came out his nose, until Harwin gave him a
thwack alongside his ear.The meal was plain but �lling; mutton and
mushrooms, brown bread, pease pudding, and baked apples with
yellow cheese.","['Gendry', 'Harwin']","['gendry', 'harwin']"
"When the food had been cleared and the servants
sent away, Greenbeard lowered his voice to ask if her ladyship had
word of the lightning lord.
“Word?”, She smiled.",['Greenbeard'],['greenbeard']
"“They were here not a fortnight past.Them
and a dozen more, driving sheep.I could scarcely believe my eyes.
Thoros gave me three as thanks.You’ve eaten one tonight.”,
“Thoros herding sheep?”, Anguy laughed aloud.
","['Thoros', 'Thoros', 'Anguy']","['thoros', 'thoros', 'anguy']"
"“I grant you it was an odd sight, but Thoros claimed that as a
priest he knew how to tend a �ock.”,
“Aye, and shear them too,”, chuckled Lem Lemoncloak.
","['Thoros', 'Lem Lemoncloak']","['thoros', 'lem']"
"“Someone could make a rare �ne song of that.”, Tom plucked a
string on his woodharp.
Lady Smallwood gave him a withering look.“Someone who
doesn’t rhyme carry on with Dondarrion, perhaps.","['Tom', 'Lady Smallwood']",['tom']
"Or play ‘Oh, Lay
My Sweet Lass Down in the Grass’ to every milkmaid in the shire
and leave two of them with big bellies.”,
“It was ‘Let Me Drink Your Beauty,’ ”, said Tom defensively, “and
milkmaids are always glad to hear it.","['Grass', 'Tom']",['tom']
"You’d think a man as old as you
would know to spill his seed on their bellies.Men will be calling
you Tom Sevensons before much longer.”,
“As it happens,”, said Tom, “I passed seven many years ago.","['Tom Sevensons', 'Tom']","['tom', 'tom']"
"And
�ne boys they are too, with voices sweet as nightingales.”, Plainly
he did not care for the subject.
“Did his lordship say where he was bound, milady?”, asked
Harwin.
",['Harwin'],['harwin']
"“You’d best know, I’ve had less
pleasant callers as well.A pack of wolves came howling around my
gates, thinking I might have Jaime Lannister in here.”,
Tom stopped his plucking.","['Jaime Lannister', 'Tom']","['jaime', 'tom']"
"“What did m’lady tell them?”, asked Jack-Be-Lucky.
“Why, that I had Ser Jaime naked in my bed, but I’d left him
much too exhausted to come down.One of them had the e�rontery
to call me a liar, so we saw them o� with a few quarrels.",['Jack-Be-Lucky'],['jack-be-lucky']
"I believe
they made for Blackbottom Bend.”,
Arya squirmed restlessly in her seat.“What northmen was it, who
came looking after the Kingslayer?”,
Lady Smallwood seemed surprised that she’d spoken.","['Blackbottom Bend', 'Arya', 'Kingslayer', 'Lady Smallwood']",['arya']
"If she
could give the outlaws the slip and �nd them, maybe they would
take her to her mother at Riverrun … 
“Did they say how Lannister came to escape?”, Lem asked.
","['Riverrun', 'Lannister', 'Lem']",['lem']
"Those were Robb’s men.She wondered if they were still close.“They did,”, said Lady Smallwood.“Not that I believe a word of it.
They claimed that Lady Catelyn set him free.”,
That startled Tom so badly he snapped a string.","['Lady Smallwood', 'Lady Catelyn', 'Tom']","['catelyn', 'tom']"
"“Go on with
you,”, he said.“That’s madness.”,
It’s not true, thought Arya.It couldn’t be true.
“I thought the same,”, said Lady Smallwood.
That was when Harwin remembered Arya.","['Lady Smallwood', 'Harwin', 'Arya']","['harwin', 'arya']"
"“Be a good little lady and go play in the yard
while we talk, now.”,
Arya stalked away angry, and would have slammed the door if it
hadn’t been so heavy.",['Arya'],['arya']
"A few
torches burned along the walls, but that was all.The gates of the
little castle were closed and barred.She had promised Harwin that
she would not try and run away again, she knew, but that was
before they started telling lies about her mother.
",['Harwin'],['harwin']
"“Arya?”, Gendry had followed her out.“Lady Smallwood said
there’s a smithy.Want to have a look?”,
“If you want.”, She had nothing else to do.
“This Thoros,”, Gendry said as they walked past the kennels, “is he
the same Thoros who lived in the castle at King’s Landing?","['Gendry', 'Smallwood', 'Gendry', 'Thoros', 'King’s Landing']","['gendry', 'gendry', 'thoros']"
"A red
priest, fat, with a shaved head?”,
“I think so.”, Arya had never spoken to Thoros at King’s Landing
that she could recall, but she knew who he was.","['Arya', 'Thoros', 'King’s Landing']","['arya', 'thoros']"
"He and Jalabhar
Xho had been the most colorful �gures at Robert’s court, and
Thoros was a great friend of the king as well.
Gendry lit a candle and set it
on the anvil while he took down a pair of tongs.","['Jalabhar\nXho', 'Robert', 'Thoros', 'Gendry']","['robert', 'thoros', 'gendry']"
"“My master always
scolded him about his �aming swords.It was no way to treat good
steel, he’d say, but this Thoros never used good steel.He’d just dip
some cheap sword in wild�re and set it alight.",['Thoros'],['thoros']
"It was only an
alchemist’s trick, my master said, but it scared the horses and some
of the greener knights.”,
She screwed up her face, trying to remember if her father had
ever talked about Thoros.",['Thoros'],['thoros']
"They were pease in a pod, he told me, both
gluttons and sots.”,
“You shouldn’t call the king a sot.”, Maybe King Robert had drunk
a lot, but he’d been her father’s friend.
",['King Robert'],['robert']
"“He isn’t very priestly, is he?”,
“No,”, Gendry admitted.“Master Mott said Thoros could outdrink
even King Robert.“I was talking about Thoros.”, Gendry reached out with the tongs
as if to pinch her face, but Arya swatted them away.","['Gendry', 'Mott', 'Thoros', 'King Robert', 'Thoros', 'Gendry', 'Arya']","['gendry', 'thoros', 'robert', 'thoros', 'gendry', 'arya']"
"“He liked
feasts and tourneys, that was why King Robert was so fond of him.
And this Thoros was brave.When the walls of Pyke crashed down,
he was the �rst through the breach.","['King Robert', 'Thoros', 'Pyke']","['robert', 'thoros']"
"He fought with one of his
�aming swords, setting ironmen a�re with every slash.”,
“I wish I had a �aming sword.”, Arya could think of lots of people
she’d like to set on �re.
",['Arya'],['arya']
"“It’s only a trick, I told you.The wild�re ruins the steel.My
master sold Thoros a new sword after every tourney.Every time
they would have a �ght about the price.”, Gendry hung the tongs
back up and took down the heavy hammer.","['Thoros', 'Gendry']","['thoros', 'gendry']"
"“Master Mott said it
was time I made my �rst longsword.He gave me a sweet piece of
steel, and I knew just how I wanted to shape the blade.Only Yoren
came, and took me away for the Night’s Watch.”,
“You can still make swords if you want,”, said Arya.","['Mott', 'Yoren', 'the Night’s Watch', 'Arya']","['yoren', 'arya']"
"“You can
make them for my brother Robb when we get to Riverrun.”,
“Riverrun.”, Gendry put the hammer down and looked at her.
“You look di�erent now.Like a proper little girl.”,
“I look like an oak tree, with all these stupid acorns.”,
“Nice, though.","['Robb', 'Riverrun', 'Gendry']","['robb', 'gendry']"
"A nice oak tree.”, He stepped closer, and sni�ed at
her.“You even smell nice for a change.”,
“You don’t.You stink.”, Arya shoved him back against the anvil
and made to run, but Gendry caught her arm.","['sni�ed', 'Arya', 'Gendry']","['arya', 'gendry']"
"Every time he tried to hold her still she
wriggled free and punched him.Gendry only laughed at the blows,
which made her mad.He �nally caught both her wrists in one hand
and started to tickle her with the other, so Arya slammed her knee
between his legs, and wrenched free.","['Gendry', 'Arya']","['gendry', 'arya']"
"Both of them were covered in
dirt, and one sleeve was torn on her stupid acorn dress.“I bet I
don’t look so nice now,”, she shouted.
Tom was singing when they returned to the hall.
",['Tom'],['tom']
"Harwin took one look at them and burst out laughing, and Anguy
smiled one of his stupid freckly smiles and said, “Are we certain this
one is a highborn lady?”, But Lem Lemoncloak gave Gendry a clout
alongside the head.","['Harwin', 'Anguy', 'Lem Lemoncloak', 'Gendry']","['harwin', 'anguy', 'lem', 'gendry']"
"“I started it,”, said Arya.“Gendry was just talking.”,
“Leave the boy, Lem,”, said Harwin.“Arya did start it, I have no
doubt.She was much the same at Winterfell.”,
Tom winked at her as he sang:
And how she smiled and how she laughed,
the maiden of the tree.
","['Arya', 'Lem', 'Harwin', 'Winterfell', 'Tom']","['arya', 'lem', 'harwin', 'tom']"
"Come, child, let us go upstairs and see what we can �nd.”,
It was even worse than before; Lady Smallwood insisted that Arya
take another bath, and cut and comb her hair besides; the dress she
put her in this time was sort of lilac-colored, and decorated with
little baby pearls.","['Lady Smallwood', 'Arya']",['arya']
"“I have no gowns of leaves,”, said Lady Smallwood with a small
fond smile, “but Carellen left some other dresses that might serve.
The only good thing about it was that it was so
delicate that no one could expect her to ride in it.","['Lady Smallwood', 'Carellen']",['carellen']
"“They were my son’s things,”, she said.“He died
when he was seven.”,
“I’m sorry, my lady.”, Arya suddenly felt bad for her, and
ashamed.“I’m sorry I tore the acorn dress too.",['Arya'],['arya']
"Water gushed yellow from her heavy breasts.
The harpy of Ghis, Dany thought.The gods of Ghis were dead, and
so too its people; these Astapori were mongrels, Ser Jorah said.
","['Dany', 'Astapori', 'Jorah']",['jorah']
"This is the harpy of Astapor.
“Tell the Westerosi whore to lower her eyes,”, the slaver Kraznys
mo Nakloz complained to the slave girl who spoke for him.","['Astapor', 'Kraznys']",['kraznys']
"Even the dim purple eyes of a sunset savage can see how
magni�cent my creatures are, surely.”,
Kraznys’s High Valyrian was twisted and thickened by the
characteristic growl of Ghis, and �avored here and there with words
of slaver argot.",['Kraznys'],['kraznys']
"My bear is more clever than he
looks.“She
wishes to know how they were trained.”,
Kraznys moNakloz bobbed his head.He smelled as if he’d bathed
in raspberries, this slaver, and his jutting red-black beard glistened
with oil.",['Kraznys moNakloz'],['kraznys']
"A matched pair of slave girls stood
behind them, holding a striped silk awning over their heads, but
even in the shade Dany felt light-headed, and Kraznys was
perspiring freely.","['Dany', 'Kraznys']",['kraznys']
"Kraznys had commanded them to lay
down their spears and shields, and do� their swordbelts and quilted
tunics, so the Queen of Westeros might better inspect the lean
hardness of their bodies.
","['Kraznys', 'Westeros']",['kraznys']
"Among
the Unsullied it is said that on the day they win their spiked cap, the
worst is done with, for no duty that will ever fall to them could be
as hard as their training.”,
Kraznys mo Nakloz supposedly spoke no word of the Common
Tongue, but he bobbed his head as he listened, and from time to
time gave the slave girl a poke with the end of his lash.","['Unsullied', 'Kraznys']",['kraznys']
"Such is their courage.
Tell her that.”,
“I call that madness, not courage,”, said Arstan Whitebeard, when
the solemn little scribe was done.He tapped the end of his
hardwood sta� against the bricks, tap tap, as if to tell his
displeasure.",['Arstan Whitebeard'],['arstan']
"Others may be stronger or
quicker or larger than the Unsullied.Some few may even equal
their skill with sword and spear and shield.But nowhere between
the seas will you ever �nd any more obedient.”,
“Sheep are obedient,”, said Arstan when the words had been
translated.","['Unsullied', 'Arstan']",['arstan']
"He had some Valyrian as well, though not so much as
Dany, but like her he was feigning ignorance.
Kraznys mo Nakloz showed his big white teeth when that was
rendered back to him.","['Valyrian', 'Kraznys mo Nakloz']",['kraznys']
"And some
had skins of the same amber hue as Kraznys mo Nakloz, and the
bristly red-black hair that marked the ancient folk of Ghis, who
named themselves the harpy’s sons.",['Kraznys'],['kraznys']
"They are like one man, Dany thought, until she
remembered that they were no men at all.The Unsullied were
eunuchs, every one of them.“Why do you cut them?”, she asked
Kraznys through the slave girl.","['Dany', 'Unsullied', 'Kraznys']",['kraznys']
",
“A eunuch who is cut young will never have the brute strength of
one of your Westerosi knights, this is true,”, said Kraznys mo Nakloz
when the question was put to him.",['Kraznys mo Nakloz'],['kraznys']
",
Dany listened patiently to the translation.
“Even the bravest men fear death and maiming,”, Arstan said
when the girl was done.
Kraznys smiled again when he heard that.","['Dany', 'Arstan', 'Kraznys']","['arstan', 'kraznys']"
"Say that Unsullied are not men.The eunuch blinked, and stood there, bleeding.
“Would you like another?”, asked Kraznys.
“If it please your worship.”,
It was hard to pretend not to understand.","['Unsullied', 'Kraznys']",['kraznys']
"Dany laid a hand on
Kraznys’s arm before he could raise the whip again.“Tell the Good
Master that I see how strong his Unsullied are, and how bravely
they su�er pain.”,
","['Kraznys', 'Unsullied']",['kraznys']
"“Tell this
ignorant whore of a westerner that courage has nothing to do with
it.”,
“The Good Master says that was not courage, Your Grace.”,
“Tell her to open those slut’s eyes of hers.”,
“He begs you attend this carefully, Your Grace.”,
Kraznys moved to the next eunuch in line, a towering youth with
the blue eyes and �axen hair of Lys.","['Grace', 'Grace', 'Kraznys', 'Lys']",['kraznys']
"Kraznys chuckled when he heard her words in Valyrian.“Your sword,”, he said.The
eunuch knelt, unsheathed the blade, and o�ered it up hilt �rst.It
was a short-sword, made more for stabbing than for slashing, but
the edge looked razor-sharp.","['Kraznys', 'Valyrian']",['kraznys']
"“Stand,”, Kraznys commanded.
“Your worship.”, The eunuch stood, and Kraznys moNakloz slid
the sword slowly up his torso, leaving a thin red line across his
belly and between his ribs.","['Kraznys', 'Kraznys moNakloz']","['kraznys', 'kraznys']"
"“Tell the cow to stop her bleating,”, said Kraznys, without waiting
for the translation.“This will do him no great harm.Men have no
need of nipples, eunuchs even less so.”, The nipple hung by a thread
of skin.",['Kraznys'],['kraznys']
"He slashed, and sent it tumbling to the bricks, leaving
behind a round red eye copiously weeping blood.The eunuch did
not move, until Kraznys o�ered him back his sword, hilt �rst.
",['Kraznys'],['kraznys']
"“Here, I’m done with you.”,
“This one is pleased to have served you.”,
Kraznys turned back to Dany.“They feel no pain, you see.”,
“How can that be?”, she demanded through the scribe.
","['Kraznys', 'Dany']",['kraznys']
"Only trouble can come of this.We
remove the penis as well, leaving nothing.The Unsullied are the
purest creatures on the earth.”, He gave Dany and Arstan another of
his broad white smiles.","['Unsullied', 'earth', 'Dany', 'Arstan']",['arstan']
"“I have heard that in the Sunset Kingdoms
men take solemn vows to keep chaste and father no children, but
live only for their duty.Is it not so?”,
“It is,”, Arstan said, when the question was put.","['Sunset Kingdoms', 'Arstan']","['sunset', 'arstan']"
"“There
are other ways to tempt men, besides the �esh,”, Arstan Whitebeard
objected, when she was done.
“Men, yes, but not Unsullied.Plunder interests them no more
than rape.","['Arstan Whitebeard', 'Unsullied']",['arstan']
",
Kraznys stopped in front of a Ghiscari who might have been his
taller �tter brother, and �icked his lash at a small bronze disk on
the swordbelt at his feet.","['Kraznys', 'Ghiscari']",['kraznys']
"“What is your name?”, he demanded.
“This one’s name is Red Flea, your worship.”,
The girl repeated their exchange in the Common Tongue.
“And yesterday, what was it?”,
","['Red Flea', 'the Common Tongue']",['red']
"“Black Rat, your worship.”,
“The day before?”,
“Brown Flea, your worship.”,
“Before that?”,
“This one does not recall, your worship.Blue Toad, perhaps.",['Blue Toad'],['blue']
"Or
Blue Worm.”,
“Tell her all their names are such,”, Kraznys commanded the girl.
“It reminds them that by themselves they are vermin.The name
disks are thrown in an empty cask at duty’s end, and each dawn
plucked up again at random.”,
“More madness,”, said Arstan, when he heard.","['Blue Worm', 'Kraznys', 'Arstan']","['blue', 'kraznys', 'arstan']"
"“You take
a babe from its mother’s arms, kill it as she watches, and pay for
her pain with a silver coin?”,
When the translation was made for him, Kraznys mo Nakloz
laughed aloud.",['Kraznys'],['kraznys']
"It makes for a good strong lesson, we �nd.”,
Arstan Whitebeard tapped the end of his sta� on the bricks as he
listened to that.Tap tap tap.Slow and steady.",['Arstan Whitebeard'],['arstan']
"Tap tap tap.Dany saw
him turn his eyes away, as if he could not bear to look at Kraznys
any longer.
“Other slaves may steal and hoard up
silver in hopes of buying freedom, but an Unsullied would not take
it if the little mare o�ered it as a gift.","['Kraznys', 'Unsullied']",['kraznys']
"They mingle with other slaves,
even freemen, and forget who and what they are.”, Kraznys waited
for that to be rendered in the Common Tongue, and then continued.
","['Kraznys', 'the Common Tongue']",['kraznys']
"“Ask the Good Master if
the Unsullied have their own o�cers.”,
“You must set your own o�cers over them.We train them to
obey, not to think.If it is wits she wants, let her buy scribes.”,
“And their gear?”,
“Sword, shield, spear, sandals, and quilted tunic are included,”,
said Kraznys.","['Unsullied', 'Kraznys']",['kraznys']
"“And the spiked caps, to be sure.They will wear such
armor as you wish, but you must provide it.”,
Dany could think of no other questions.She looked at Arstan.
","['Dany', 'Arstan']",['arstan']
"“Speak freely.”, Dany thought she knew what
he would say, but she wanted the slave girl to hear, so Kraznys mo
Nakloz might hear later.
“My queen,”, said Arstan, “there have been no slaves in the Seven
Kingdoms for thousands of years.","['Dany', 'Kraznys', 'Nakloz', 'Arstan']","['kraznys', 'arstan']"
"You will do great harm to your
cause, and to the honor of your House.”,
“Yet I must have some army,”, Dany said.“Your brother
Rhaegar is still remembered, with great love.”,
“And my father?”, Dany said.
","['House', 'Dany', 'Rhaegar', 'Dany']",['rhaegar']
"Magister Illyrio can keep you safe while
your dragons grow, and send secret envoys across the narrow sea
on your behalf, to sound out the high lords for your cause.”,
“Those same high lords who abandoned my father to the
Kingslayer and bent the knee to Robert the Usurper?”,
“Even those who bent their knees may yearn in their hearts for
the return of the dragons.”,
“May,”, said Dany.","['Magister Illyrio', 'Robert the Usurper', 'Dany']",['robert']
"In any
language.She turned back to Kraznys mo Nakloz and his slave girl.
“I must consider carefully.”,
The slaver shrugged.“Tell her to consider quickly.",['Kraznys'],['kraznys']
"“Remind your Good Master of who I am.Remind him that I
am Daenerys Stormborn, Mother of Dragons, the Unburnt, trueborn
queen of the Seven Kingdoms of Westeros.","['Daenerys Stormborn', 'Unburnt', 'the Seven Kingdoms of Westeros']",['daenerys']
"My blood is the blood of
Aegon the Conqueror, and of old Valyria before him.”,
Yet her words did not move the plump perfumed slaver, even
when rendered in his own ugly tongue.","['Aegon', 'Conqueror', 'Valyria']",['aegon']
"Tell the whore that if she requires a guide to our sweet
city, Kraznys mo Nakloz will gladly serve her … and service her as
well, if she is more woman than she looks.”,
“Good Master Kraznys would be most pleased to show you
Astapor while you ponder, Your Grace,”, the translator said.
","['Kraznys', 'Grace']",['kraznys']
"Pleasure barges ply the
Worm, playing soft music and calling at the little islands for food
and wine and other delights.”,
“Ask her if she wishes to view our �ghting pits,”, Kraznys added.
","['Worm', 'Kraznys']",['kraznys']
"“I
have my own bear on Balerion,”, she told the translator, “and he may
well eat me if I do not return to him.”,
“See,”, said Kraznys when her words were translated.",['Kraznys'],['kraznys']
"Arstan Whitebeard’s face was still, but
his sta� beat out his rage.Tap tap tap.She made herself smile.“It is not the
woman who decides, it is this man she runs to.",['Arstan Whitebeard’s'],['arstan']
"As ever!”,
“Thank the Good Master for his patient kindness,”, Dany said,
“and tell him that I will think on all I learned here.”, She gave her
arm to Arstan Whitebeard, to lead her back across the plaza to her
litter.","['Dany', 'Arstan Whitebeard']",['arstan']
"Aggo and Jhogo fell in to either side of them, walking with
the bowlegged swagger all the horselords a�ected when forced to
dismount and stride the earth like common mortals.
",['Jhogo'],['jhogo']
"Dany climbed into her litter frowning, and beckoned Arstan to
climb in beside her.A man as old as him should not be walking in
such heat.She did not close the curtains as they got under way.
",['Arstan'],['arstan']
"“Make way!”, Jhogo shouted as he rode before her litter.“Not in this place, blood
of my blood,”, she said, in his own tongue.An
elephant lumbered past with a latticework litter on its back.",['Jhogo'],['jhogo']
"“Then leave this place before your heart turns to brick as well.
Sail this very night, on the evening tide.”,
Would that I could, thought Dany.“When I leave Astapor it must
be with an army, Ser Jorah says.”,
“Ser Jorah was a slaver himself, Your Grace,”, the old man
reminded her.","['Dany', 'Jorah', 'Grace']",['jorah']
"A man cannot sup from the beggar’s
bowl all his life and stay a man.I had my taste in Qarth, that was
enough.I will not come to Pentos bowl in hand.”,
“Better to come a beggar than a slaver,”, Arstan said.
","['Qarth', 'Pentos', 'Arstan']",['arstan']
"Well,
Drogo crowned him in gold, though not as he had wished, and
I  …  my sun-and-stars made a queen of me, but if he had been a
di�erent man, it might have been much otherwise.",['Drogo'],['drogo']
"Do you think I
have forgotten how it felt to be afraid?”,
Whitebeard bowed his head.“Your Grace, I did not mean to give
o�ense.”,
“Only lies o�end me, never honest counsel.”, Dany patted Arstan’s
spotted hand to reassure him.","['Grace', 'Dany', 'Arstan']",['arstan']
"She
could not understand why Ser Jorah mistrusted the old man so.
He should never have done that.He is
thrice my age, and of too low a birth for me, and I never gave him leave.
",['Jorah'],['jorah']
"No true knight would ever kiss a queen without her leave.She had taken
care never to be alone with Ser Jorah after that, keeping her
handmaids with her aboard ship, and sometimes her bloodriders.",['Jorah'],['jorah']
"He
wants to kiss me again, I see it in his eyes.
What Dany wanted she could not begin to say, but Jorah’s kiss
had woken something in her, something that had been sleeping
since Khal Drogo died.","['Dany', 'Jorah', 'Khal Drogo']",['jorah']
"Sometimes she would close her
eyes and dream of him, but it was never Jorah Mormont she
dreamed of; her lover was always younger and more comely,
though his face remained a shifting shadow.
",['Jorah Mormont'],['jorah']
"Scarce daring to breathe, she moved her �ngers back and forth
between her lower lips, slowly so as not to wake Irri beside her,
until she found one sweet spot and lingered there, touching herself
lightly, timidly at �rst and then faster.",['Irri'],['irri']
"Still, the relief she wanted
seemed to recede before her, until her dragons stirred, and one
screamed out across the cabin, and Irri woke and saw what she was
doing.
",['Irri'],['irri']
"Once, so tormented she could not sleep, Dany slid a hand down
between her legs, and gasped when she felt how wet she was.
Dany knew her face was �ushed, but in the darkness Irri surely
could not tell.","['Dany', 'Irri']",['irri']
"Irri never said a thing, only curled back
up and went back to sleep the instant the thing was done.
The next day, it all seemed a dream.And what did Ser Jorah have
to do with it, if anything?",['Ser Jorah'],['jorah']
"It is Drogo I want, my sun-and-stars, Dany
reminded herself.Not Irri, and not Ser Jorah, only Drogo.Drogo was
dead, though.She’d thought these feelings had died with him there
","['Drogo', 'Dany', 'Drogo']","['drogo', 'drogo']"
"“That is kind of you, Belwas, but no.”, Dany had eaten dog in
other places, at other times, but just now all she could think of was
the Unsullied and their stupid puppies.","['Belwas', 'Dany', 'Unsullied']",['belwas']
"“They sell
eunuchs, not men.Eunuchs made of brick, like the rest of Astapor.
They don’t even have names.So don’t call
them men, ser.”,
Her hand �ashed up and
cracked Ser Jorah hard across the face.","['Astapor', 'Jorah']",['jorah']
"I shall tell Captain Groleo to make
ready to sail on the evening tide, for some sty less vile.”,
“No,”, said Dany.Groleo watched them from the forecastle, and
his crew was watching too.","['Groleo', 'Dany']",['groleo']
"Whitebeard, her bloodriders, Jhiqui,
every one had stopped what they were doing at the sound of the
slap.“I want to sail now, not on the tide, I want to sail far and fast
and never look back.",['Jhiqui'],['jhiqui']
"Behind the carved wooden door of the captain’s cabin, her
dragons were restless.“No,”, Dany said, trying to shrug him o� gently.Helpless, she sank into Groleo’s great leather chair,
giggling.
","['Dany', 'Groleo']",['groleo']
"“They have been wild while you were gone, Khaleesi,”, Irri told
her.“Viserion clawed splinters from the door, do you see?And
Drogon made to escape when the slaver men came to see them.
","['Khaleesi', 'Irri', 'Drogon']",['irri']
"“I’m sorry he
hurt you.Dragons are not meant to be locked up in a small ship’s
cabin.”,
“Dragons are like horses in this,”, Irri said.“And riders, too.",['Irri'],['irri']
"The
horses scream below, Khaleesi, and kick at the wooden walls.I hear
them.And Jhiqui says the old women and the little ones scream too,
when you are not here.","['Khaleesi', 'Jhiqui']",['jhiqui']
"From here it looks almost beautiful, she thought.The
stars were coming out above, and the silk lanterns below, just as
Kraznys’s translator had promised.",['Kraznys'],['kraznys']
"Or cry.Or kiss him.And
never know which was right and which was wrong and which was
madness.“Say what you will, ser.”,
“When Aegon the Dragon stepped ashore in Westeros, the kings
of Vale and Rock and Reach did not rush to hand him their crowns.
","['Aegon', 'Dragon', 'Westeros', 'Vale', 'Reach']",['aegon']
"If you mean to sit his Iron Throne, you must win it as he did, with
steel and dragon�re.And that will mean blood on your hands
before the thing is done.”,
Blood and �re, thought Dany.","['Blood', 'Dany']",['blood']
"Eight thousand dead babes.Eight
thousand strangled dogs.”,
“Your Grace,”, said Jorah Mormont, “I saw King’s Landing after
the Sack.Babes were butchered that day as well, and old men, and
children at play.","['Jorah Mormont', 'King’s Landing']",['jorah']
"The
Dothraki have not ridden against Unsullied since they left their
braids at the gates of Qohor.”,
“And the second reason?”, Dany asked.
“Who would attack Astapor?”, Ser Jorah asked.","['Dothraki', 'Unsullied', 'Qohor', 'second', 'Dany', 'Astapor', 'Ser Jorah']",['jorah']
"“Khaleesi?”, Ser Jorah prompted, when she had been silent for a
long time.He touched her elbow lightly.
Dany shrugged him o�.“Viserys would have bought as many
Unsullied as he had the coin for.","['Khaleesi', 'Ser Jorah', 'Unsullied']",['jorah']
"But you once said I was like
Rhaegar …”,
“I remember, Daenerys.”,
“Your Grace,”, she corrected.“Prince Rhaegar led free men into
battle, not slaves.‘Go forth and kill the weak’?","['Rhaegar', 'Daenerys', 'Rhaegar']","['rhaegar', 'daenerys', 'rhaegar']"
"At the Trident, those brave men Viserys spoke of
who died beneath our dragon banners—did they give their lives
because they believed in Rhaegar’s cause, or because they had been
bought and paid for?”, Dany turned to Mormont, crossed her arms,
and waited for an answer.
","['Trident', 'Viserys', 'Rhaegar', 'Dany', 'Mormont']","['viserys', 'rhaegar', 'mormont']"
"Or ‘Go forth
and defend them’?“My queen,”, the big man said slowly, “all you say is true.But
Rhaegar lost on the Trident.He lost the battle, he lost the war, he
lost the kingdom, and he lost his life.","['Rhaegar', 'Trident']",['rhaegar']
"His blood swirled downriver
with the rubies from his breastplate, and Robert the Usurper rode
over his corpse to steal the Iron Throne.Rhaegar fought valiantly,
Rhaegar fought nobly, Rhaegar fought honorably.","['Robert the Usurper', 'the Iron Throne', 'Rhaegar', 'Rhaegar']","['robert', 'rhaegar', 'rhaegar']"
"And Rhaegar
died.”,
BRAN
No roads ran through the twisted mountain valleys where they
walked now.Between the grey stone peaks lay still blue lakes, long
and deep and narrow, and the green gloom of endless piney woods.
",['Rhaegar'],['rhaegar']
"The blue star in the dragon’s
eye pointed the way north, as Osha told him once.Thinking of Osha
made Bran wonder where she was.He pictured her safe in White
Harbor with Rickon and Shaggydog, eating eels and �sh and hot
crab pie with fat Lord Manderly.","['Osha', 'Bran', 'White\nHarbor with', 'Rickon', 'Shaggydog']","['osha', 'rickon']"
